symbol,company_name,sector,industry,Symbol
IFBIND.NS,IFB Industries Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",IFBIND
IFCI.NS,IFCI Limited,Financial Services,Credit Services,IFCI
IFGLEXPOR.NS,IFGL Refractories Limited,Basic Materials,Building Materials,IFGLEXPOR
IGARASHI.NS,Igarashi Motors India Limited,Consumer Cyclical,Auto Parts,IGARASHI
IGCL.NS,INDOGULF CROPSCIENCES LTD,Basic Materials,Agricultural Inputs,IGCL
IGIL.NS,International Gemological Institute Limited,Basic Materials,Other Precious Metals & Mining,IGIL
IGL.NS,Indraprastha Gas Limited,Utilities,Utilities - Regulated Gas,IGL
IGPL.NS,I G Petrochemicals Limited,Basic Materials,Chemicals,IGPL
IIFL.NS,IIFL Finance Limited,Financial Services,Credit Services,IIFL
IIFLCAPS.NS,IIFL Capital Services Limited,Financial Services,Capital Markets,IIFLCAPS
IITL.NS,Industrial Investment Trust Limited,Financial Services,Credit Services,IITL
IKIO.NS,IKIO Technologies Limited,Technology,Electronic Components,IKIO
IKS.NS,INVENTURUS KNOWLEDGE SO L,Healthcare,Health Information Services,IKS
IL&FSENGG.NS,IL&FS Engineering and Construction Company Limited,Industrials,Engineering & Construction,IL&FSENGG
IL&FSTRANS.NS,IL&FS Transportation Networks Limited,Industrials,Infrastructure Operations,IL&FSTRANS
IMAGICAA.NS,Imagicaaworld Entertainment Limited,Communication Services,Entertainment,IMAGICAA
IMFA.NS,Indian Metals and Ferro Alloys Limited,Basic Materials,Other Industrial Metals & Mining,IMFA
IMPAL.NS,India Motor Parts & Accessories Limited,Consumer Cyclical,Auto Parts,IMPAL
IMPEXFERRO.NS,Impex Ferro Tech Limited,Basic Materials,Other Industrial Metals & Mining,IMPEXFERRO
INA.NS,Insolation Energy Limited,Technology,Solar,INA
INCREDIBLE.NS,Incredible Industries Limited,Basic Materials,Steel,INCREDIBLE
INDBANK.NS,Indbank Merchant Banking Services Limited,Financial Services,Capital Markets,INDBANK
INDGN.NS,INDEGENE LIMITED,Healthcare,Health Information Services,INDGN
INDHOTEL.NS,The Indian Hotels Company Limited,Consumer Cyclical,Lodging,INDHOTEL
INDIACEM.NS,The India Cements Limited,Basic Materials,Building Materials,INDIACEM
INDIAGLYCO.NS,India Glycols Limited,Basic Materials,Chemicals,INDIAGLYCO
INDIAMART.NS,IndiaMART InterMESH Limited,Communication Services,Internet Content & Information,INDIAMART
INDIANB.NS,Indian Bank,Financial Services,Banks - Regional,INDIANB
INDIANCARD.NS,The Indian Card Clothing Company Limited,Consumer Cyclical,Textile Manufacturing,INDIANCARD
INDIANHUME.NS,The Indian Hume Pipe Company Limited,Industrials,Engineering & Construction,INDIANHUME
INDIASHLTR.NS,India Shelter Finance Corporation Limited,Financial Services,Mortgage Finance,INDIASHLTR
INDIGO.NS,InterGlobe Aviation Limited,Industrials,Airlines,INDIGO
INDIGOPNTS.NS,Indigo Paints Limited,Basic Materials,Specialty Chemicals,INDIGOPNTS
INDIQUBE.NS,INDIQUBE SPACES LIMITED,Real Estate,Real Estate Services,INDIQUBE
INDNIPPON.NS,India Nippon Electricals Limited,Consumer Cyclical,Auto Parts,INDNIPPON
INDOAMIN.NS,Indo Amines Limited,Basic Materials,Chemicals,INDOAMIN
INDOBORAX.NS,Indo Borax & Chemicals Limited,Basic Materials,Chemicals,INDOBORAX
INDOCO.NS,Indoco Remedies Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INDOCO
INDOFARM.NS,INDO FARM EQUIPMENT LTD,Industrials,Farm & Heavy Construction Machinery,INDOFARM
INDORAMA.NS,Indo Rama Synthetics (India) Limited,Consumer Cyclical,Textile Manufacturing,INDORAMA
INDOSTAR.NS,IndoStar Capital Finance Limited,Financial Services,Credit Services,INDOSTAR
INDOTECH.NS,Indo Tech Transformers Limited,Industrials,Electrical Equipment & Parts,INDOTECH
INDOTHAI.NS,Indo Thai Securities Limited,Financial Services,Capital Markets,INDOTHAI
INDOUS.NS,Indo Us Bio-Tech Limited,Basic Materials,Agricultural Inputs,INDOUS
INDOWIND.NS,Indowind Energy Limited,Utilities,Utilities - Renewable,INDOWIND
INDRAMEDCO.NS,Indraprastha Medical Corporation Limited,Healthcare,Medical Care Facilities,INDRAMEDCO
INDSWFTLAB.NS,Ind-Swift Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INDSWFTLAB
INDTERRAIN.NS,Indian Terrain Fashions Limited,Consumer Cyclical,Apparel Retail,INDTERRAIN
INDUSINDBK.NS,IndusInd Bank Limited,Financial Services,Banks - Regional,INDUSINDBK
INDUSTOWER.NS,Indus Towers Limited,Communication Services,Telecom Services,INDUSTOWER
INFOBEAN.NS,InfoBeans Technologies Limited,Technology,Software - Application,INFOBEAN
INFOMEDIA.NS,Infomedia Press Limited,Financial Services,Shell Companies,INFOMEDIA
INFY.NS,Infosys Limited,Technology,Information Technology Services,INFY
INGERRAND.NS,Ingersoll-Rand (India) Limited,Industrials,Specialty Industrial Machinery,INGERRAND
INNOVACAP.NS,Innova Captab Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INNOVACAP
INNOVANA.NS,INNOVANA THINKLABS LTD,Technology,Software - Application,INNOVANA
INNOVISION.NS,INNOVISION LIMITED,Industrials,Staffing & Employment Services,INNOVISION
INOXGREEN.NS,Inox Green Energy Services Limited,Utilities,Utilities - Renewable,INOXGREEN
INOXINDIA.NS,INOX India Limited,Industrials,Specialty Industrial Machinery,INOXINDIA
INOXWIND.NS,Inox Wind Limited,Industrials,Specialty Industrial Machinery,INOXWIND
INSECTICID.NS,Insecticides (India) Limited,Basic Materials,Agricultural Inputs,INSECTICID
INSPIRISYS.NS,Inspirisys Solutions Limited,Technology,Information Technology Services,INSPIRISYS
INTELLECT.NS,Intellect Design Arena Limited,Technology,Software - Application,INTELLECT
INTENTECH.NS,Intense Technologies Limited,Technology,Software - Infrastructure,INTENTECH
INTERARCH.NS,Interarch Building Solutions Limited,Industrials,Engineering & Construction,INTERARCH
INTLCONV.NS,International Conveyors Limited,Industrials,Specialty Industrial Machinery,INTLCONV
INVENTURE.NS,Inventure Growth & Securities Limited,Financial Services,Capital Markets,INVENTURE
IOB.NS,Indian Overseas Bank,Financial Services,Banks - Regional,IOB
IOC.NS,Indian Oil Corporation Limited,Energy,Oil & Gas Refining & Marketing,IOC
IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,IOLCP
IONEXCHANG.NS,Ion Exchange (India) Limited,Industrials,Pollution & Treatment Controls,IONEXCHANG
IPCALAB.NS,Ipca Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,IPCALAB
IPL.NS,India Pesticides Limited,Basic Materials,Agricultural Inputs,IPL
IRB.NS,IRB Infrastructure Developers Limited,Industrials,Infrastructure Operations,IRB
IRCON.NS,Ircon International Limited,Industrials,Engineering & Construction,IRCON
IRCTC.NS,Indian Railway Catering & Tourism Corporation Limited,Consumer Cyclical,Travel Services,IRCTC
IREDA.NS,Indian Renewable Energy Development Agency Limited,Financial Services,Credit Services,IREDA
IRFC.NS,Indian Railway Finance Corporation Limited,Financial Services,Credit Services,IRFC
IRIS.NS,IRIS RegTech Solutions Limited,Technology,Software - Application,IRIS
IRISDOREME.NS,Iris Clothings Limited,Consumer Cyclical,Apparel Manufacturing,IRISDOREME
IRMENERGY.NS,IRM Energy Limited,Utilities,Utilities - Regulated Gas,IRMENERGY
ISFT.NS,IntraSoft Technologies Limited,Consumer Cyclical,Internet Retail,ISFT
ISGEC.NS,Isgec Heavy Engineering Limited,Industrials,Specialty Industrial Machinery,ISGEC
ISHANCH.NS,Ishan Dyes and Chemicals Limited,Basic Materials,Chemicals,ISHANCH
ITC.NS,ITC Limited,Consumer Defensive,Tobacco,ITC
ITCHOTELS.NS,ITC HOTELS LIMITED,Consumer Cyclical,Resorts & Casinos,ITCHOTELS
ITDC.NS,India Tourism Development Corporation Limited,Consumer Cyclical,Lodging,ITDC
ITI.NS,ITI Limited,Technology,Communication Equipment,ITI
IVALUE.NS,iValue Infosolutions Limited,Technology,Information Technology Services,IVALUE
IVC.NS,IL&FS Investment Managers Limited,Financial Services,Financial Conglomerates,IVC
IVP.NS,IVP Limited,Basic Materials,Specialty Chemicals,IVP
IXIGO.NS,LE TRAVENUES TECHNOLOGY L,Consumer Cyclical,Travel Services,IXIGO
IZMO.NS,IZMO Limited,Technology,Software - Application,IZMO
J&KBANK.NS,Jammu and Kashmir Bank Limited,Financial Services,Banks - Regional,J&KBANK
JAGRAN.NS,Jagran Prakashan Limited,Communication Services,Publishing,JAGRAN
JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,JAGSNPHARM
JAIBALAJI.NS,Jai Balaji Industries Limited,Basic Materials,Steel,JAIBALAJI
JAICORPLTD.NS,Jai Corp Limited,Basic Materials,Specialty Chemicals,JAICORPLTD
JAINREC.NS,JAIN RESOURCE RECYCLING L,Basic Materials,Other Industrial Metals & Mining,JAINREC
JAIPURKURT.NS,Nandani Creation Limited,Consumer Cyclical,Apparel Manufacturing,JAIPURKURT
JAMNAAUTO.NS,Jamna Auto Industries Limited,Consumer Cyclical,Auto Parts,JAMNAAUTO
JARO.NS,JARO INS OF TEC MG N RE L,Consumer Defensive,Education & Training Services,JARO
JASH.NS,Jash Engineering Limited,Industrials,Specialty Industrial Machinery,JASH
JAYAGROGN.NS,Jayant Agro-Organics Limited,Basic Materials,Specialty Chemicals,JAYAGROGN
JAYBARMARU.NS,Jay Bharat Maruti Limited,Consumer Cyclical,Auto Parts,JAYBARMARU
JAYKAY.NS,Jaykay Enterprises Limited,Industrials,Specialty Business Services,JAYKAY
JAYNECOIND.NS,Jayaswal Neco Industries Limited,Basic Materials,Steel,JAYNECOIND
JAYSREETEA.NS,Jay Shree Tea & Industries Limited,Consumer Defensive,Farm Products,JAYSREETEA
JBCHEPHARM.NS,J. B. Chemicals & Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,JBCHEPHARM
JBMA.NS,JBM Auto Limited,Consumer Cyclical,Auto Parts,JBMA
JETFREIGHT.NS,Jet Freight Logistics Limited,Industrials,Integrated Freight & Logistics,JETFREIGHT
JGCHEM.NS,J.G.CHEMICALS LIMITED,Basic Materials,Other Industrial Metals & Mining,JGCHEM
JHS.NS,JHS Svendgaard Laboratories Limited,Consumer Defensive,Household & Personal Products,JHS
JINDALPHOT.NS,Jindal Photo Limited,Financial Services,Asset Management,JINDALPHOT
JINDALPOLY.NS,Jindal Poly Films Limited,Consumer Cyclical,Packaging & Containers,JINDALPOLY
JINDALSAW.NS,Jindal Saw Limited,Basic Materials,Steel,JINDALSAW
JINDALSTEL.NS,Jindal Steel Limited,Basic Materials,Steel,JINDALSTEL
JINDRILL.NS,Jindal Drilling & Industries Limited,Energy,Oil & Gas Equipment & Services,JINDRILL
JINDWORLD.NS,Jindal Worldwide Limited,Consumer Cyclical,Textile Manufacturing,JINDWORLD
JIOFIN.NS,Jio Financial Services Limited,Financial Services,Asset Management,JIOFIN
JISLDVREQS.NS,Jain Irrigation Systems Limited,Industrials,Conglomerates,JISLDVREQS
JISLJALEQS.NS,Jain Irrigation Systems Limited,Industrials,Conglomerates,JISLJALEQS
JITFINFRA.NS,JITF Infralogistics Limited,Industrials,Engineering & Construction,JITFINFRA
JKCEMENT.NS,J.K. Cement Limited,Basic Materials,Building Materials,JKCEMENT
JKIL.NS,J. Kumar Infraprojects Limited,Industrials,Engineering & Construction,JKIL
JKIPL.NS,JINKUSHAL INDUSTRIES LTD,Industrials,Farm & Heavy Construction Machinery,JKIPL
JKLAKSHMI.NS,JK Lakshmi Cement Limited,Basic Materials,Building Materials,JKLAKSHMI
JKPAPER.NS,JK Paper Limited,Basic Materials,Paper & Paper Products,JKPAPER
JKTYRE.NS,JK Tyre & Industries Limited,Consumer Cyclical,Auto Parts,JKTYRE
JLHL.NS,Jupiter Life Line Hospitals Limited,Healthcare,Medical Care Facilities,JLHL
JMA.NS,Jullundur Motor Agency (Delhi) Limited,Consumer Cyclical,Auto Parts,JMA
JMFINANCIL.NS,JM Financial Limited,Financial Services,Capital Markets,JMFINANCIL
JNKINDIA.NS,JNK India Limited,Industrials,Specialty Industrial Machinery,JNKINDIA
JOCIL.NS,Jocil Limited,Basic Materials,Specialty Chemicals,JOCIL
JPOLYINVST.NS,Jindal Poly Investment and Finance Company Limited,Financial Services,Asset Management,JPOLYINVST
JPPOWER.NS,Jaiprakash Power Ventures Limited,Utilities,Utilities - Independent Power Producers,JPPOWER
JSFB.NS,Jana Small Finance Bank Limited,Financial Services,Banks - Regional,JSFB
JSL.NS,Jindal Stainless Limited,Basic Materials,Steel,JSL
JSLL.NS,JEENA SIKHO LIFECARE LTD,Healthcare,Medical Care Facilities,JSLL
JSWCEMENT.NS,JSW CEMENT LIMITED,Basic Materials,Building Materials,JSWCEMENT
JSWENERGY.NS,JSW Energy Limited,Utilities,Utilities - Independent Power Producers,JSWENERGY
JSWHL.NS,JSW Holdings Limited,Industrials,Conglomerates,JSWHL
JSWINFRA.NS,JSW Infrastructure Limited,Industrials,Marine Shipping,JSWINFRA
JSWSTEEL.NS,JSW Steel Limited,Basic Materials,Steel,JSWSTEEL
JTEKTINDIA.NS,JTEKT India Limited,Consumer Cyclical,Auto Parts,JTEKTINDIA
JTLIND.NS,JTL Industries Limited,Basic Materials,Steel,JTLIND
JUBLCPL.NS,Jubilant Agri and Consumer Products Limited,Basic Materials,Specialty Chemicals,JUBLCPL
JUBLFOOD.NS,Jubilant FoodWorks Limited,Consumer Cyclical,Restaurants,JUBLFOOD
JUBLINGREA.NS,Jubilant Ingrevia Limited,Basic Materials,Specialty Chemicals,JUBLINGREA
JUBLPHARMA.NS,Jubilant Pharmova Limited,Healthcare,Drug Manufacturers - Specialty & Generic,JUBLPHARMA
JUNIPER.NS,Juniper Hotels Limited,Consumer Cyclical,Lodging,JUNIPER
JUSTDIAL.NS,Just Dial Limited,Communication Services,Internet Content & Information,JUSTDIAL
JWL.NS,Jupiter Wagons Limited,Industrials,Railroads,JWL
JYOTHYLAB.NS,Jyothy Labs Limited,Consumer Defensive,Household & Personal Products,JYOTHYLAB
JYOTICNC.NS,Jyoti CNC Automation Limited,Industrials,Specialty Industrial Machinery,JYOTICNC
JYOTISTRUC.NS,Jyoti Structures Limited,Industrials,Specialty Industrial Machinery,JYOTISTRUC
KABRAEXTRU.NS,Kabra Extrusiontechnik Limited,Industrials,Specialty Industrial Machinery,KABRAEXTRU
KAJARIACER.NS,Kajaria Ceramics Limited,Industrials,Building Products & Equipment,KAJARIACER
KAKATCEM.NS,Kakatiya Cement Sugar and Industries Limited,Basic Materials,Building Materials,KAKATCEM
KALAMANDIR.NS,Sai Silks (Kalamandir) Limited,Consumer Cyclical,Apparel Retail,KALAMANDIR
KALPATARU.NS,KALPATARU LIMITED,Real Estate,Real Estate - Development,KALPATARU
KALYANI.NS,Kalyani Commercials Limited,Consumer Cyclical,Auto & Truck Dealerships,KALYANI
KALYANIFRG.NS,Kalyani Forge Limited,Consumer Cyclical,Auto Parts,KALYANIFRG
KALYANKJIL.NS,Kalyan Jewellers India Limited,Consumer Cyclical,Luxury Goods,KALYANKJIL
KAMATHOTEL.NS,Kamat Hotels (India) Limited,Consumer Cyclical,Lodging,KAMATHOTEL
KAMDHENU.NS,Kamdhenu Limited,Basic Materials,Steel,KAMDHENU
KAMOPAINTS.NS,Kamdhenu Ventures Limited,Basic Materials,Steel,KAMOPAINTS
KANANIIND.NS,Kanani Industries Limited,Consumer Cyclical,Luxury Goods,KANANIIND
KANORICHEM.NS,Kanoria Chemicals & Industries Limited,Basic Materials,Chemicals,KANORICHEM
KANPRPLA.NS,Kanpur Plastipack Limited,Consumer Cyclical,Packaging & Containers,KANPRPLA
KANSAINER.NS,Kansai Nerolac Paints Limited,Basic Materials,Specialty Chemicals,KANSAINER
KAPSTON.NS,Kapston Services Limited,Industrials,Specialty Business Services,KAPSTON
KARMAENG.NS,Karma Energy Limited,Utilities,Utilities - Renewable,KARMAENG
KARURVYSYA.NS,The Karur Vysya Bank Limited,Financial Services,Banks - Regional,KARURVYSYA
KAUSHALYA.NS,Kaushalya Infrastructure Development Corporation Limited,Industrials,Engineering & Construction,KAUSHALYA
KAVDEFENCE.NS,KAVVERI DFS & WIR TEC LTD,Technology,Communication Equipment,KAVDEFENCE
KAYA.NS,Kaya Limited,Consumer Defensive,Household & Personal Products,KAYA
KAYNES.NS,Kaynes Technology India Limited,Technology,Electronic Components,KAYNES
KCP.NS,The KCP Limited,Basic Materials,Building Materials,KCP
KCPSUGIND.NS,K.C.P. Sugar and Industries Corporation Limited,Consumer Defensive,Confectioners,KCPSUGIND
KDDL.NS,KDDL Limited,Consumer Cyclical,Luxury Goods,KDDL
KEC.NS,KEC International Limited,Industrials,Engineering & Construction,KEC
KECL.NS,Kirloskar Electric Company Limited,Industrials,Specialty Industrial Machinery,KECL
KEEPLEARN.NS,DSJ Keep Learning Limited,Consumer Defensive,Education & Training Services,KEEPLEARN
KEI.NS,KEI Industries Limited,Industrials,Electrical Equipment & Parts,KEI
KELLTONTEC.NS,Kellton Tech Solutions Limited,Technology,Software - Application,KELLTONTEC
KERNEX.NS,Kernex Microsystems (India) Limited,Technology,Software - Application,KERNEX
KESORAMIND.NS,Kesoram Industries Limited,Basic Materials,Building Materials,KESORAMIND
KEYFINSERV.NS,Keynote Financial Services Limited,Financial Services,Capital Markets,KEYFINSERV
KFINTECH.NS,KFin Technologies Limited,Technology,Software - Application,KFINTECH
KHADIM.NS,Khadim India Limited,Consumer Cyclical,Footwear & Accessories,KHADIM
KHAICHEM.NS,Khaitan Chemicals and Fertilizers Limited,Basic Materials,Agricultural Inputs,KHAICHEM
KHAITANLTD.NS,Khaitan (India) Limited,Industrials,Industrial Distribution,KHAITANLTD
KHANDSE.NS,Khandwala Securities Limited,Financial Services,Capital Markets,KHANDSE
KICL.NS,Kalyani Investment Company Limited,Financial Services,Asset Management,KICL
KILITCH.NS,Kilitch Drugs (India) Limited,Healthcare,Drug Manufacturers - Specialty & Generic,KILITCH
KIMS.NS,Krishna Institute of Medical Sciences Limited,Healthcare,Medical Care Facilities,KIMS
KINGFA.NS,Kingfa Science & Technology (India) Limited,Basic Materials,Specialty Chemicals,KINGFA
KIOCL.NS,KIOCL Limited,Basic Materials,Steel,KIOCL
KIRIINDUS.NS,Kiri Industries Limited,Basic Materials,Specialty Chemicals,KIRIINDUS
KIRLOSBROS.NS,Kirloskar Brothers Limited,Industrials,Specialty Industrial Machinery,KIRLOSBROS
KIRLOSENG.NS,Kirloskar Oil Engines Limited,Industrials,Specialty Industrial Machinery,KIRLOSENG
KIRLOSIND.NS,Kirloskar Industries Limited,Industrials,Metal Fabrication,KIRLOSIND
KIRLPNU.NS,Kirloskar Pneumatic Company Limited,Industrials,Specialty Industrial Machinery,KIRLPNU
KITEX.NS,Kitex Garments Limited,Consumer Cyclical,Apparel Manufacturing,KITEX
KKCL.NS,Kewal Kiran Clothing Limited,Consumer Cyclical,Apparel Manufacturing,KKCL
KMEW.NS,Knowledge Marine & Engineering Works Limited,Industrials,Marine Shipping,KMEW
KMSUGAR.NS,K.M. Sugar Mills Limited,Consumer Defensive,Confectioners,KMSUGAR
KNAGRI.NS,KN AGRI RESOURCES LIMITED,Consumer Defensive,Farm Products,KNAGRI
KNRCON.NS,KNR Constructions Limited,Industrials,Engineering & Construction,KNRCON
KOHINOOR.NS,Kohinoor Foods Limited,Consumer Defensive,Packaged Foods,KOHINOOR
KOKUYOCMLN.NS,Kokuyo Camlin Limited,Industrials,Business Equipment & Supplies,KOKUYOCMLN
KOLTEPATIL.NS,Kolte-Patil Developers Limited,Real Estate,Real Estate - Development,KOLTEPATIL
KOPRAN.NS,Kopran Limited,Healthcare,Drug Manufacturers - General,KOPRAN
KOTAKBANK.NS,Kotak Mahindra Bank Limited,Financial Services,Banks - Regional,KOTAKBANK
KOTARISUG.NS,Kothari Sugars and Chemicals Limited,Consumer Defensive,Confectioners,KOTARISUG
KOTHARIPET.NS,Kothari Petrochemicals Limited,Basic Materials,Specialty Chemicals,KOTHARIPET
KOTHARIPRO.NS,Kothari Products Limited,Industrials,Conglomerates,KOTHARIPRO
KOTYARK.NS,KOTYARK INDUSTRIES LTD,Basic Materials,Specialty Chemicals,KOTYARK
KPEL.NS,K.P. Energy Limited,Industrials,Engineering & Construction,KPEL
KPIGREEN.NS,KPI Green Energy Limited,Utilities,Utilities - Renewable,KPIGREEN
KPIL.NS,Kalpataru Projects International Limited,Industrials,Engineering & Construction,KPIL
KPITTECH.NS,KPIT Technologies Limited,Technology,Software - Infrastructure,KPITTECH
KPRMILL.NS,K.P.R. Mill Limited,Consumer Cyclical,Textile Manufacturing,KPRMILL
KRBL.NS,KRBL Limited,Consumer Defensive,Packaged Foods,KRBL
KREBSBIO.NS,Krebs Biochemicals & Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,KREBSBIO
KRIDHANINF.NS,Kridhan Infra Limited,Basic Materials,Steel,KRIDHANINF
KRISHANA.NS,Krishana Phoschem Limited,Basic Materials,Agricultural Inputs,KRISHANA
KRISHIVAL.NS,KRISHIVAL FOODS LIMITED,Consumer Defensive,Packaged Foods,KRISHIVAL
KRISHNADEF.NS,KRISHNA DEF AND ALD IND L,Industrials,Specialty Industrial Machinery,KRISHNADEF
KRITI.NS,Kriti Industries (India) Limited,Industrials,Building Products & Equipment,KRITI
KRITIKA.NS,Kritika Wires Limited,Basic Materials,Steel,KRITIKA
KRITINUT.NS,Kriti Nutrients Limited,Consumer Defensive,Packaged Foods,KRITINUT
KRN.NS,KRN HEAT EXCHANGE N REF L,Technology,Electronic Components,KRN
KRONOX.NS,KRONOX LAB SCIENCES LTD,Basic Materials,Specialty Chemicals,KRONOX
KROSS.NS,KROSS LIMITED,Consumer Cyclical,Auto Parts,KROSS
KRSNAA.NS,Krsnaa Diagnostics Limited,Healthcare,Diagnostics & Research,KRSNAA
KRYSTAL.NS,KRYSTAL INTEGRATED SER L,Industrials,Specialty Business Services,KRYSTAL
KSB.NS,KSB Limited,Industrials,Specialty Industrial Machinery,KSB
KSCL.NS,Kaveri Seed Company Limited,Basic Materials,Agricultural Inputs,KSCL
KSHINTL.NS,KSH INTERNATIONAL LIMITED,Industrials,Electrical Equipment & Parts,KSHINTL
KSHITIJPOL.NS,Kshitij Polyline Limited,Industrials,Business Equipment & Supplies,KSHITIJPOL
KSL.NS,Kalyani Steels Limited,Basic Materials,Steel,KSL
KSOLVES.NS,Ksolves India Limited,Technology,Software - Application,KSOLVES
KSR.NS,KSR Footwear Limited,Consumer Cyclical,Footwear & Accessories,KSR
KTKBANK.NS,The Karnataka Bank Limited,Financial Services,Banks - Regional,KTKBANK
KUANTUM.NS,Kuantum Papers Limited,Basic Materials,Paper & Paper Products,KUANTUM
KWIL.NS,KWALITY WALL'S (INDIA) L,Consumer Defensive,Packaged Foods,KWIL
LAGNAM.NS,Lagnam Spintex Limited,Consumer Cyclical,Textile Manufacturing,LAGNAM
LAKPRE.NS,Lakshmi Precision Screws Limited,Industrials,Tools & Accessories,LAKPRE
LAL.NS,Lorenzini Apparels Limited,Consumer Cyclical,Apparel Manufacturing,LAL
LALPATHLAB.NS,Dr. Lal PathLabs Limited,Healthcare,Diagnostics & Research,LALPATHLAB
LAMBODHARA.NS,Lambodhara Textiles Limited,Consumer Cyclical,Textile Manufacturing,LAMBODHARA
LANCORHOL.NS,Lancor Holdings Limited,Real Estate,Real Estate - Development,LANCORHOL
LANDMARK.NS,Landmark Cars Limited,Consumer Cyclical,Auto & Truck Dealerships,LANDMARK
LANDSMILL.NS,Landsmill Green Limited,Industrials,Conglomerates,LANDSMILL
LAOPALA.NS,La Opala RG Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",LAOPALA
LASA.NS,Lasa Supergenerics Limited,Healthcare,Drug Manufacturers - Specialty & Generic,LASA
LATENTVIEW.NS,Latent View Analytics Limited,Industrials,Consulting Services,LATENTVIEW
LATTEYS.NS,Latteys Industries Limited,Industrials,Specialty Industrial Machinery,LATTEYS
LAURUSLABS.NS,Laurus Labs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,LAURUSLABS
LAXMICOT.NS,Laxmi Cotspin Limited,Consumer Cyclical,Textile Manufacturing,LAXMICOT
LAXMIDENTL.NS,LAXMI DENTAL LIMITED,Healthcare,Medical Instruments & Supplies,LAXMIDENTL
LAXMIINDIA.NS,LAXMI INDIA FINANCE LTD,Financial Services,Credit Services,LAXMIINDIA
LCCINFOTEC.NS,LCC Infotech Limited,Consumer Defensive,Education & Training Services,LCCINFOTEC
LEMERITE.NS,LE MERITE EXPORTS LIMITED,Consumer Cyclical,Textile Manufacturing,LEMERITE
LEMONTREE.NS,Lemon Tree Hotels Limited,Consumer Cyclical,Lodging,LEMONTREE
LENSKART.NS,LENSKART SOLUTIONS LTD,Healthcare,Medical Instruments & Supplies,LENSKART
LEXUS.NS,Lexus Granito (India) Limited,Industrials,Building Products & Equipment,LEXUS
LFIC.NS,Lakshmi Finance & Industrial Corporation Limited,Financial Services,Asset Management,LFIC
LGBBROSLTD.NS,L.G. Balakrishnan & Bros Limited,Consumer Cyclical,Auto Parts,LGBBROSLTD
LGEINDIA.NS,LG ELECTRONICS INDIA LTD,Technology,Consumer Electronics,LGEINDIA
LGHL.NS,LAXMI GOLDORNA HOUSE LTD,Consumer Cyclical,Luxury Goods,LGHL
LIBAS.NS,Libas Consumer Products Limited,Consumer Cyclical,Apparel Manufacturing,LIBAS
LIBERTSHOE.NS,Liberty Shoes Ltd.,Consumer Cyclical,Footwear & Accessories,LIBERTSHOE
LICHSGFIN.NS,LIC Housing Finance Limited,Financial Services,Mortgage Finance,LICHSGFIN
LICI.NS,Life Insurance Corporation of India,Financial Services,Insurance - Life,LICI
LIKHITHA.NS,Likhitha Infrastructure Limited,Energy,Oil & Gas Equipment & Services,LIKHITHA
LINC.NS,Linc Limited,Industrials,Business Equipment & Supplies,LINC
LINCOLN.NS,Lincoln Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,LINCOLN
LINDEINDIA.NS,Linde India Limited,Basic Materials,Specialty Chemicals,LINDEINDIA
LLOYDSENGG.NS,Lloyds Engineering Works Limited,Industrials,Specialty Industrial Machinery,LLOYDSENGG
LLOYDSENT.NS,Lloyds Enterprises Limited,Basic Materials,Steel,LLOYDSENT
LLOYDSME.NS,Lloyds Metals and Energy Limited,Basic Materials,Steel,LLOYDSME
LMW.NS,LMW Limited,Industrials,Specialty Industrial Machinery,LMW
LODHA.NS,Lodha Developers Limited,Real Estate,Real Estate - Development,LODHA
LOKESHMACH.NS,Lokesh Machines Limited,Industrials,Specialty Industrial Machinery,LOKESHMACH
LORDSCHLO.NS,Lords Chloro Alkali Limited,Basic Materials,Chemicals,LORDSCHLO
LOTUSDEV.NS,SRI LOTUS DEVLPRS N RTY L,Industrials,Engineering & Construction,LOTUSDEV
LOTUSEYE.NS,Lotus Eye Hospital and Institute Limited,Healthcare,Medical Care Facilities,LOTUSEYE
LOVABLE.NS,Lovable Lingerie Limited,Consumer Cyclical,Apparel Manufacturing,LOVABLE
LOYALTEX.NS,Loyal Textile Mills Limited,Consumer Cyclical,Textile Manufacturing,LOYALTEX
LPDC.NS,Landmark Property Development Company Limited,Real Estate,Real Estate Services,LPDC
LT.NS,Larsen & Toubro Limited,Industrials,Engineering & Construction,LT
LTF.NS,L&T Finance Limited,Financial Services,Credit Services,LTF
LTFOODS.NS,LT Foods Limited,Consumer Defensive,Packaged Foods,LTFOODS
LTM.NS,LTM Limited,Technology,Information Technology Services,LTM
